date,home_team,away_team,home_score,away_score,tournament,neutral,home_form,home_avg_scored,home_avg_conceded,away_form,away_avg_scored,away_avg_conceded,home_elo,away_elo,elo_diff,result
1973-06-23,South Korea,Japan,2.0,0.0,Friendly,False,-0.23197752984215325,1.4,1.4,-1.472933230745083,0.8,2.0,1558,1491,67,W
1973-06-24,Colombia,Uruguay,0.0,0.0,FIFA World Cup qualification,False,-0.43878378415889707,1.4,2.2,-0.11096632731624141,0.6,0.8,1408,1789,-381,D
1973-06-25,Sweden,Brazil,1.0,0.0,Friendly,False,-0.5827800246645842,1.4,1.4,1.3207238275679596,1.8,0.4,1829,2142,-313,W
1973-06-28,Ecuador,Colombia,1.0,1.0,FIFA World Cup qualification,False,-0.3385713820671264,0.8,1.4,-0.33289898194872425,1.0,1.6,1430,1408,22,D
1973-06-30,Scotland,Brazil,0.0,1.0,Friendly,False,-1.7582076866997227,0.0,1.8,0.9917246207006367,1.6,0.6,1840,2142,-302,L
1973-07-01,Ecuador,Uruguay,1.0,2.0,FIFA World Cup qualification,False,0.0,1.0,1.0,-0.11096632731624141,0.4,0.6,1430,1789,-359,L
1973-07-05,Uruguay,Colombia,0.0,1.0,FIFA World Cup qualification,False,0.5069707605821892,0.8,0.6,0.0,1.0,1.0,1789,1408,381,L
1973-07-08,Uruguay,Ecuador,4.0,0.0,FIFA World Cup qualification,False,0.007799550162802871,0.6,0.6,-0.6342452382388366,1.0,1.2,1789,1430,359,W
1973-07-15,Ghana,Ivory Coast,0.0,3.0,African Cup of Nations qualification,False,-0.10866191476814056,1.4,1.4,-0.9897156456587026,1.4,1.6,1624,1647,-23,L
1973-07-29,Ivory Coast,Ghana,1.0,0.0,African Cup of Nations qualification,False,-0.8937575436557335,1.6,1.4,-0.20597902929947692,1.2,1.6,1647,1624,23,W
1973-08-05,Canada,United States,0.0,2.0,Friendly,False,-0.6396812883523054,1.2,1.6,-0.9832751080242669,1.2,2.2,1545,1442,103,L
1973-08-05,Ghana,DR Congo,1.0,0.0,FIFA World Cup qualification,False,-0.4895399477183494,0.8,1.8,0.4428608217439986,1.2,1.0,1624,1679,-55,W
1973-08-12,New Zealand,Iran,0.0,0.0,Friendly,False,-3.706440777365916,1.0,2.6,0.3970089207869148,1.6,1.0,1450,1579,-129,D
1973-08-15,Algeria,Iraq,0.0,0.0,Palestine Cup,True,-1.0558936470400608,0.6,1.8,1.5955397958042956,1.4,1.2,1576,1553,23,D
1973-08-15,Egypt,Tunisia,0.0,1.0,Palestine Cup,True,-0.3022916563098461,1.4,1.0,-0.7416663154810769,1.2,1.8,1697,1641,56,L
1973-08-18,Australia,Iran,3.0,0.0,FIFA World Cup qualification,False,1.4693879806710815,1.8,1.0,0.028775613100644026,1.2,1.0,1705,1579,126,W
1973-08-19,DR Congo,Ghana,4.0,1.0,FIFA World Cup qualification,False,-0.8679363056167573,0.4,1.2,0.20597902929947687,0.8,1.4,1679,1624,55,W
1973-08-23,Iraq,Tunisia,0.0,2.0,Palestine Cup,True,1.8754372891467002,1.4,0.6,-0.03976588833004828,1.2,1.4,1553,1641,-88,L
1973-08-24,Iran,Australia,2.0,0.0,FIFA World Cup qualification,False,-2.0599084679972353,0.6,1.6,2.780539633039237,2.0,1.0,1579,1705,-126,W
1973-08-25,Algeria,Iraq,0.0,0.0,Palestine Cup,True,-1.2397739508782628,0.4,1.8,2.890442385333279,1.2,0.4,1576,1553,23,D
1973-09-12,Norway,Netherlands,1.0,2.0,FIFA World Cup qualification,False,-7.773433487257767,0.4,3.6,4.847538601184476,2.8,0.8,1449,1823,-374,L
1973-09-16,Paraguay,Argentina,1.0,1.0,FIFA World Cup qualification,False,-0.6172280378836303,0.6,1.2,-0.39588625826348106,1.0,1.4,1785,1878,-93,D
1973-09-26,England,Austria,7.0,0.0,Friendly,False,1.0510484719389257,1.6,0.6,0.8638592680316559,1.8,1.4,2013,1823,190,W
1973-10-07,Argentina,Paraguay,3.0,1.0,FIFA World Cup qualification,False,-0.17371725362606483,1.2,1.4,-0.6172280378836303,0.6,1.2,1878,1785,93,W
1973-10-10,Germany,Austria,4.0,0.0,Friendly,False,0.45201938443516865,1.8,1.2,-0.8013446917267657,1.2,2.2,2146,1823,323,W
1973-10-13,Germany,France,2.0,1.0,Friendly,False,1.3137515024224236,2.6,1.2,0.028716525599410736,1.8,1.4,2146,1792,354,W
1973-10-16,Mexico,United States,2.0,0.0,Friendly,False,0.8820582184115292,2.0,0.6,-0.04662003847311741,1.6,2.0,1808,1442,366,W
1973-10-17,Turkey,Spain,0.0,0.0,Friendly,False,-0.638972238337505,0.8,1.6,0.633654363226503,1.6,1.0,1556,1880,-324,D
1973-10-28,Australia,South Korea,0.0,0.0,FIFA World Cup qualification,False,1.6609496596696194,1.8,1.2,0.21371949196104645,1.6,1.0,1705,1558,147,D
1973-10-31,Algeria,Morocco,2.0,0.0,Friendly,False,-1.4336991299261352,0.0,1.6,2.67051870574273,2.0,0.8,1576,1658,-82,W
1973-10-31,Belgium,Norway,2.0,0.0,FIFA World Cup qualification,False,0.7918906915294288,0.8,0.8,-8.207962971327863,0.4,3.4,1858,1449,409,W
1973-11-03,Haiti,United States,1.0,0.0,Friendly,False,0.0,1.0,1.0,-0.3826506579872095,1.2,1.8,1612,1442,170,W
1973-11-05,Haiti,United States,1.0,0.0,Friendly,False,0.33939860708439334,1.0,0.6,-0.5731487619635472,0.8,1.6,1612,1442,170,W
1973-11-10,Haiti,Canada,5.0,1.0,Friendly,False,0.34081670711399387,1.0,0.6,-0.46927293479530846,1.2,1.8,1612,1545,67,W
1973-11-10,South Korea,Australia,2.0,2.0,FIFA World Cup qualification,False,-0.05057890105575219,1.0,1.0,0.5597949866848089,1.2,1.0,1558,1705,-147,D
1973-11-12,Haiti,Canada,0.0,1.0,Friendly,False,1.2375286258313953,1.8,0.4,-1.316469527479158,0.8,2.4,1612,1545,67,L
1973-11-13,Australia,South Korea,1.0,0.0,FIFA World Cup qualification,True,0.5597949866848089,1.0,0.8,-0.05057890105575219,1.0,1.0,1705,1558,147,W
1973-11-14,Scotland,Germany,1.0,1.0,Friendly,False,-1.8923954020006728,0.0,1.8,1.415736529551195,2.6,1.2,1840,2146,-306,D
1973-11-18,Netherlands,Belgium,0.0,0.0,FIFA World Cup qualification,False,5.1438033323685195,2.8,0.8,1.928025165244386,1.2,0.6,1823,1858,-35,D
1973-11-18,Turkey,Switzerland,2.0,0.0,FIFA World Cup qualification,False,-0.2585669053971632,0.8,1.0,-0.7969722166354974,0.8,1.4,1556,1729,-173,W
1973-11-24,Germany,Spain,2.0,1.0,Friendly,False,0.5984382124914234,1.8,1.2,0.4293297839615602,1.4,1.0,2146,1880,266,W
1973-11-27,Austria,Sweden,1.0,2.0,FIFA World Cup qualification,True,-3.112611389970695,0.8,3.0,-0.2219326546324828,1.6,1.2,1823,1829,-6,L
1973-12-01,Haiti,Curaçao,3.0,0.0,CONCACAF Championship,False,0.8885578435471982,1.4,0.4,-1.8097319877752085,0.6,2.6,1612,1397,215,W
1973-12-08,Mexico,Curaçao,8.0,0.0,CONCACAF Championship,True,1.1315847361199889,2.2,0.6,-1.5239848318107019,0.6,2.6,1808,1397,411,W
1973-12-09,DR Congo,Morocco,3.0,0.0,FIFA World Cup qualification,False,1.0512257344426255,1.2,1.0,2.2980310979676575,2.0,1.2,1679,1658,21,W
1973-12-18,Haiti,Mexico,0.0,1.0,CONCACAF Championship,False,1.1361935612161906,2.0,0.4,1.6215382963469718,3.2,0.4,1612,1808,-196,L
1974-01-20,Iran,Turkey,0.0,1.0,Friendly,True,-0.924246694292145,0.6,1.4,1.7662435868674589,1.2,0.2,1600,1675,-75,L
1974-02-22,Iraq,Morocco,0.0,0.0,Friendly,False,1.8391575633894195,0.8,0.4,-0.09997605208683691,1.6,1.6,1576,1629,-53,D
1974-02-23,Spain,Germany,1.0,0.0,Friendly,False,0.17525352865813212,1.2,1.0,1.0321404715442517,1.8,0.8,1889,2115,-226,W
1974-02-24,Iraq,Morocco,0.0,0.0,Friendly,False,1.8391575633894195,0.8,0.4,-0.4653731597139068,1.0,1.4,1576,1629,-53,D
1974-02-27,Qatar,Morocco,0.0,1.0,Friendly,False,-0.5914658873458875,0.3333333333333333,2.6666666666666665,-0.4653731597139068,0.8,1.2,973,1629,-656,L
1974-03-06,Egypt,Ivory Coast,2.0,0.0,African Cup of Nations,False,-0.43151602150719437,1.4,1.2,-0.7541928657425482,1.6,1.2,1636,1674,-38,W
1974-03-06,Saudi Arabia,Morocco,0.0,0.0,Friendly,False,-0.5096887856389236,2.0,2.0,-2.1308134694772614,0.2,1.0,1316,1629,-313,D
1974-03-09,Egypt,DR Congo,2.0,3.0,African Cup of Nations,False,-0.4199348712654566,1.2,1.0,2.8415179343120602,1.8,0.8,1636,1760,-124,L
1974-03-16,Qatar,Saudi Arabia,0.0,2.0,Gulf Cup,True,-0.7839729663641593,0.25,2.25,0.8436513426098482,2.0,0.6,973,1316,-343,L
1974-03-23,Haiti,Uruguay,0.0,1.0,Friendly,False,0.8490873927233169,1.8,0.6,2.0335554424471587,1.2,0.4,1613,1770,-157,L
1974-03-25,Haiti,Uruguay,0.0,0.0,Friendly,False,0.4693911097977751,1.6,0.8,2.224171721425963,1.4,0.4,1613,1770,-157,D
1974-03-26,Qatar,Saudi Arabia,1.0,3.0,Gulf Cup,True,-0.9394912696103507,0.2,2.2,0.1470097030685882,1.6,0.6,973,1316,-343,L
1974-03-27,Germany,Scotland,2.0,1.0,Friendly,False,1.061093347148596,1.8,0.8,-1.7406586988334163,0.2,1.8,2115,1808,307,W
1974-03-27,Netherlands,Austria,1.0,1.0,Friendly,False,0.5282422610261971,1.0,0.8,-3.9743435079579497,0.8,3.4,1834,1802,32,D
1974-03-31,Brazil,Mexico,1.0,1.0,Friendly,False,0.8496782677356504,1.4,0.6,1.6149795837100693,3.0,0.2,2134,1725,409,D
1974-04-03,Portugal,England,0.0,0.0,Friendly,False,0.590402312323687,1.8,0.8,2.772621907873968,2.8,0.0,1868,1981,-113,D
1974-04-07,Morocco,Algeria,2.0,0.0,Friendly,False,-1.7569077616725888,0.2,0.6,-0.91112926901834,0.4,1.2,1629,1582,47,W
1974-04-21,Brazil,Haiti,4.0,0.0,Friendly,False,0.24095883002962326,0.8,0.6,-0.24816750518009265,0.6,0.6,2134,1613,521,W
1974-05-01,Brazil,Austria,0.0,0.0,Friendly,False,1.0034239459448413,1.4,0.4,-3.3064183940161005,0.6,3.0,2134,1802,332,D
1974-05-01,Germany,Sweden,2.0,0.0,Friendly,False,0.42294833382835784,1.4,1.0,0.4248391338678252,1.8,1.2,2115,1884,231,W
1974-05-01,Switzerland,Belgium,0.0,1.0,Friendly,False,-1.9737588911990032,0.6,1.6,1.9468740781378262,1.0,0.4,1700,1880,-180,L
1974-05-12,Brazil,Paraguay,2.0,0.0,Friendly,False,0.7534838157277479,1.2,0.4,-1.8458935385300221,0.8,1.6,2134,1776,358,W
1974-05-18,France,Argentina,0.0,1.0,Friendly,False,-0.21123781690924553,1.6,1.4,1.5092129565023633,1.8,1.2,1771,1892,-121,L
1974-05-18,Scotland,England,2.0,0.0,British Home Championship,False,-0.8200754296177394,0.4,1.2,2.772621907873968,2.8,0.0,1808,1981,-173,W
1974-05-22,England,Argentina,2.0,2.0,Friendly,False,2.4521313011842483,2.6,0.4,1.4685607556538147,1.4,0.8,1981,1892,89,D
1974-05-26,Netherlands,Argentina,4.0,1.0,Friendly,False,0.5282422610261971,1.2,1.0,1.4685607556538147,1.6,1.0,1834,1892,-58,W
1974-06-01,Belgium,Scotland,2.0,1.0,Friendly,False,2.2727416474397812,1.0,0.0,-0.46891840978790833,0.8,1.0,1880,1808,72,W
1974-06-02,Tunisia,Iraq,2.0,1.0,Friendly,False,-1.0671202722743982,1.2,1.4,-0.20290647923534239,0.0,0.4,1717,1576,141,W
1974-06-06,Norway,Scotland,1.0,2.0,Friendly,False,-9.390658396014704,0.4,3.6,-0.4901899102319164,1.0,1.2,1461,1808,-347,L
1974-06-09,Sweden,Switzerland,0.0,0.0,Friendly,False,1.2026670001037154,1.8,1.2,-2.1959278958364195,0.4,1.6,1884,1700,184,D
1974-06-14,DR Congo,Scotland,0.0,2.0,FIFA World Cup,True,2.9381850863298298,2.2,1.0,-0.06535077636409109,1.4,1.2,1760,1808,-48,L
1974-06-15,Uruguay,Netherlands,0.0,2.0,FIFA World Cup,True,2.224171721425963,1.4,0.4,1.4119549294722602,2.0,1.0,1770,1834,-64,L
1974-06-18,Germany,Australia,3.0,0.0,FIFA World Cup,False,0.6589438137543793,1.4,0.8,1.1433431488654267,1.2,0.8,2115,1673,442,W
1974-06-18,Scotland,Brazil,0.0,0.0,FIFA World Cup,True,2.014529267050018,1.6,1.0,1.3958831291367877,1.6,0.2,1808,2134,-326,D
1974-06-19,Netherlands,Sweden,0.0,0.0,FIFA World Cup,True,3.2804198934734243,1.8,0.6,1.030013321499851,1.2,1.0,1834,1884,-50,D
1974-06-22,DR Congo,Brazil,0.0,3.0,FIFA World Cup,True,0.8015810417316991,2.0,1.2,1.1822227246769745,1.4,0.2,1760,2134,-374,L
1974-06-23,Argentina,Haiti,4.0,1.0,FIFA World Cup,True,0.8183618920819721,1.6,1.6,-1.0775196724914688,0.6,1.2,1892,1613,279,W
1974-06-23,Sweden,Uruguay,3.0,0.0,FIFA World Cup,True,0.3911592581648126,0.6,0.6,-0.45402835947710285,1.0,0.6,1884,1770,114,W
1974-06-26,Netherlands,Argentina,4.0,0.0,FIFA World Cup,True,2.762458857661831,1.4,0.4,3.677606076764039,2.2,1.6,1834,1892,-58,W
1974-06-30,Argentina,Brazil,1.0,2.0,FIFA World Cup,True,-1.916325840000182,1.6,2.2,4.302042789798139,1.8,0.0,1892,2134,-242,L
1974-06-30,Germany,Sweden,4.0,2.0,FIFA World Cup,False,3.624545500656486,1.8,0.6,3.276520118392023,1.0,0.6,2115,1884,231,W
1974-07-03,Netherlands,Brazil,2.0,0.0,FIFA World Cup,True,7.234200951002166,2.2,0.4,4.657513197218005,1.4,0.2,1834,2134,-300,W
1974-07-07,Germany,Netherlands,2.0,1.0,FIFA World Cup,False,5.6277299674697,2.2,0.8,9.756055503641774,2.4,0.2,2115,1834,281,W
1974-08-08,Sweden,Norway,2.0,1.0,Nordic Championship,False,0.13826475288605167,1.0,1.2,-9.381677095827234,0.4,3.4,1884,1461,423,W
1974-09-04,Sweden,Netherlands,1.0,5.0,Friendly,False,0.7244718526221706,1.4,1.0,7.8355935385552575,1.8,0.4,1884,1834,50,L
1974-09-04,Switzerland,Germany,1.0,2.0,Friendly,False,-1.1961673749680461,0.2,0.6,6.934627319749055,2.6,0.8,1700,2115,-415,L
1974-09-05,Mexico,United States,3.0,1.0,Friendly,False,1.5297163194303376,2.8,0.2,-0.5320829486063653,0.6,1.2,1725,1443,282,W
1974-09-08,United States,Mexico,0.0,1.0,Friendly,False,-0.8378607674889794,0.6,1.4,1.4235951672152312,3.0,0.4,1443,1725,-282,L
1974-09-09,Iraq,South Korea,1.0,1.0,Asian Games,True,-0.40581295847068477,0.2,0.8,-0.6434628884312401,0.8,1.0,1576,1625,-49,D
1974-09-11,Ivory Coast,Ghana,1.0,1.0,Friendly,False,-1.5562466074841141,1.2,1.4,-1.7349272112137806,0.4,1.8,1674,1564,110,D
1974-09-11,Iran,South Korea,2.0,0.0,Asian Games,False,-0.791063466512162,0.6,1.0,-0.24804933017762593,1.0,0.8,1600,1625,-25,W
1974-09-13,Iran,Iraq,1.0,0.0,Asian Games,False,-0.5990290875037569,0.8,0.8,-0.20290647923534239,0.4,0.6,1600,1576,24,W
1974-09-28,Japan,South Korea,4.0,1.0,Friendly,False,-0.76813751603362,0.8,2.0,-0.7822003413271585,0.6,1.2,1460,1625,-165,W
1974-09-29,Algeria,Jordan,6.0,0.0,Kuneitra Cup,True,-0.5043709105279216,0.4,0.8,-0.685178664301989,0.25,2.0,1582,1128,454,W
1974-10-01,Morocco,Tunisia,3.0,1.0,Kuneitra Cup,True,0.48888998520478244,0.6,0.0,-0.8808764683868621,1.4,1.4,1629,1717,-88,W
1974-10-03,Algeria,Tunisia,0.0,1.0,Kuneitra Cup,True,0.3999042083473493,1.6,0.4,-0.4799086850173125,1.4,1.6,1582,1717,-135,L
1974-10-09,Netherlands,Switzerland,1.0,0.0,Friendly,False,6.6344628134836094,2.4,0.6,-1.4461075051851395,0.4,1.0,1834,1700,134,W
1974-10-12,Argentina,Spain,1.0,1.0,Friendly,False,-3.3865410456885305,1.6,2.6,0.006854150143069226,1.0,1.0,1892,1889,3,D
1974-10-12,Belgium,France,2.0,1.0,UEFA Euro qualification,False,1.450479980276408,1.0,0.2,-0.6074786001801268,1.0,1.4,1880,1771,109,W
1974-10-31,Algeria,Morocco,0.0,0.0,Friendly,False,0.29845096872967813,1.6,0.6,0.6917964644401249,1.2,0.2,1582,1629,-47,D
1974-11-13,Switzerland,Portugal,3.0,0.0,Friendly,False,-1.8765008641689003,0.2,1.2,0.3067823064035812,1.2,0.8,1700,1868,-168,W
1974-11-13,Turkey,Austria,0.0,1.0,Friendly,False,2.142276444716533,1.4,0.0,-3.3064183940161005,0.4,2.8,1675,1802,-127,L
1974-11-20,England,Portugal,0.0,0.0,UEFA Euro qualification,False,1.383829278885183,2.0,0.8,-0.5194973108436606,0.6,1.2,1981,1868,113,D
1974-11-20,Scotland,Spain,1.0,2.0,UEFA Euro qualification,False,2.2644693972671117,1.4,0.6,-0.21673295452394756,1.0,1.2,1808,1889,-81,L
1974-12-01,Turkey,Switzerland,2.0,1.0,UEFA Euro qualification,False,1.1815136746621742,0.6,0.2,-0.026589375555009953,0.8,0.8,1675,1700,-25,W
1975-01-01,Iraq,Tunisia,0.0,0.0,Friendly,False,-0.29130138108044207,0.4,0.8,0.358306607479067,1.4,0.8,1580,1631,-51,D
1975-02-05,Spain,Scotland,1.0,1.0,UEFA Euro qualification,False,0.11108450231870813,1.0,0.8,1.8500296636163571,1.2,1.0,1926,1880,46,D
1975-03-02,Morocco,Tunisia,0.0,0.0,Friendly,False,0.6715885390183174,1.2,0.2,0.2596895679205969,1.2,0.8,1728,1631,97,D
1975-03-09,Brazil,Portugal,2.0,1.0,Friendly,False,2.068298893172372,1.4,0.6,-0.5096887856389236,0.4,1.0,2036,1859,177,W
1975-03-12,England,Germany,2.0,0.0,Friendly,False,1.3015794771683524,1.8,0.8,7.010377496330216,2.6,0.8,1976,2130,-154,W
1975-03-22,Morocco,Senegal,4.0,0.0,African Cup of Nations qualification,False,0.5545952865762738,1.0,0.2,-1.0210320213123811,1.0,1.6,1728,1518,210,W
1975-03-22,Senegal,Morocco,2.0,1.0,African Cup of Nations qualification,False,-1.0210320213123811,1.0,1.6,0.5545952865762738,1.0,0.2,1518,1728,-210,W
1975-03-23,Tunisia,Algeria,1.0,1.0,African Cup of Nations qualification,False,0.07297306402319388,0.8,0.8,0.3021143938061461,1.6,0.6,1631,1531,100,D
1975-04-02,Iraq,Qatar,1.0,0.0,AFC Asian Cup qualification,False,-0.29130138108044207,0.4,0.8,-1.1113768106981814,0.2,2.6,1580,990,590,W
1975-04-04,Saudi Arabia,Qatar,2.0,1.0,AFC Asian Cup qualification,True,0.4679730097681747,2.0,0.4,-0.9333461694820817,0.2,2.2,1345,990,355,W
1975-04-06,Algeria,Tunisia,1.0,2.0,African Cup of Nations qualification,False,-0.10629841471880641,1.4,0.8,-0.11374343987420914,0.6,0.8,1531,1631,-100,L
1975-04-06,Iraq,Saudi Arabia,1.0,1.0,AFC Asian Cup qualification,False,-0.23280475485942023,0.6,0.8,0.5264696359891965,2.2,0.4,1580,1345,235,D
1975-04-10,Iraq,Qatar,3.0,0.0,AFC Asian Cup qualification,False,-0.04006132583621494,0.6,0.6,-0.6949281020054926,0.4,1.8,1580,990,590,W
1975-04-12,Iraq,Saudi Arabia,2.0,1.0,AFC Asian Cup qualification,False,0.13542855282685057,1.0,0.4,0.29248313110510915,1.6,0.6,1580,1345,235,W
1975-04-14,Saudi Arabia,Qatar,0.0,1.0,AFC Asian Cup qualification,True,0.19912487915640764,1.8,1.0,-0.770796453589121,0.4,2.2,1345,990,355,L
1975-04-16,Sweden,Scotland,1.0,1.0,Friendly,False,-0.400317820855983,1.6,2.0,2.075153043315441,1.2,0.8,1836,1880,-44,D
1975-04-26,France,Portugal,0.0,2.0,Friendly,False,-0.8035309292724,0.6,1.4,-0.6299909381500353,0.6,1.2,1790,1859,-69,L
1975-04-26,Senegal,Ivory Coast,1.0,0.0,Friendly,False,-0.7147224149186668,1.2,2.2,-1.655749959561085,1.2,1.4,1518,1539,-21,W
1975-04-30,Belgium,Netherlands,1.0,0.0,Friendly,False,1.5655824326789842,1.4,0.4,6.607046212911332,2.6,0.6,1905,2091,-186,W
1975-04-30,Switzerland,Turkey,1.0,1.0,UEFA Euro qualification,False,0.06174643878885633,1.0,1.0,1.2814306392477781,1.0,0.4,1695,1667,28,D
1975-05-13,Scotland,Portugal,1.0,0.0,Friendly,False,1.9022630147066433,1.0,0.8,-0.418457683734623,0.6,1.0,1880,1859,21,W
1975-05-17,Germany,Netherlands,1.0,1.0,Friendly,False,6.109411277524013,2.2,1.2,1.9905397415492758,1.8,0.8,2130,2091,39,D
1975-05-19,Sweden,Algeria,4.0,0.0,Friendly,False,-0.400317820855983,1.8,2.2,0.20574267929454343,1.6,0.8,1836,1531,305,W
1975-05-24,England,Scotland,5.0,1.0,British Home Championship,False,0.28125650587077167,0.8,0.8,0.10588480221017284,0.8,0.8,1976,1880,96,W
1975-06-12,Paraguay,Uruguay,0.0,1.0,Copa Artigas,False,-2.0392278425655608,0.8,1.8,-3.4991618230393056,1.0,1.0,1766,1703,63,L
1975-06-19,Uruguay,Paraguay,0.0,1.0,Copa Artigas,False,-5.438295438515563,0.4,1.0,-1.899249552143742,0.4,1.4,1703,1766,-63,L
1975-06-29,Ghana,Morocco,2.0,0.0,African Cup of Nations qualification,False,-1.573381982841787,0.6,1.8,0.46182790963990566,1.6,0.6,1605,1728,-123,W
1975-06-30,Sweden,Norway,3.0,1.0,UEFA Euro qualification,False,-2.6953945437619726,2.0,2.2,-9.094511839833126,0.6,3.4,1836,1463,373,W
1975-07-12,Egypt,DR Congo,3.0,2.0,Friendly,True,-1.0769287974791353,1.2,1.4,-2.187242033155116,2.0,1.6,1669,1706,-37,W
1975-07-13,Morocco,Ghana,2.0,0.0,African Cup of Nations qualification,False,0.07941360165762965,1.0,0.8,-1.096368585384909,1.0,1.2,1728,1605,123,W
1975-07-18,Uruguay,Argentina,2.0,3.0,Copa Newton,False,-5.725578869512137,0.2,1.2,-4.1423883614656125,1.4,2.4,1703,1858,-155,L
1975-07-20,Colombia,Paraguay,1.0,0.0,Copa América,False,0.420821183783957,0.8,0.8,-1.798623537543338,0.6,1.4,1469,1766,-297,W
1975-07-24,Ecuador,Paraguay,2.0,2.0,Copa América,False,-3.2017153418305946,0.6,1.8,-1.885423076855137,0.4,1.4,1441,1766,-325,D
1975-07-27,Ecuador,Colombia,1.0,3.0,Copa América,False,-3.0187804380121266,1.0,2.0,0.7081046147805309,0.8,0.4,1441,1469,-28,L
1975-07-30,Paraguay,Colombia,0.0,1.0,Copa América,False,-0.5680081493562453,0.6,1.2,0.8783947933350611,1.2,0.4,1766,1469,297,L
1975-08-06,Brazil,Argentina,2.0,1.0,Copa América,False,1.8705921140455644,1.4,0.8,-3.3004505563915316,1.8,2.0,2036,1858,178,W
1975-08-06,Ghana,Ivory Coast,3.0,1.0,Friendly,False,-1.2096393252492512,1.0,1.4,0.0027180250567343522,1.0,0.8,1605,1539,66,W
1975-08-07,Colombia,Ecuador,2.0,0.0,Copa América,False,0.9827433205131667,1.4,0.4,-3.1923795166357247,1.0,2.4,1469,1441,28,W
1975-08-09,Japan,South Korea,1.0,3.0,Merdeka Tournament,True,-0.18198950379873458,1.4,2.0,-1.3135151524174902,0.8,2.0,1473,1540,-67,L
1975-08-10,Ghana,Ivory Coast,0.0,0.0,Friendly,False,-1.4507163302813413,1.4,1.6,-0.6611300513000133,0.6,1.4,1605,1539,66,D
1975-08-10,Paraguay,Ecuador,3.0,1.0,Copa América,False,-0.17359907862359814,0.6,1.0,-3.365978595259323,0.8,2.6,1766,1441,325,W
1975-08-13,Norway,Sweden,0.0,2.0,UEFA Euro qualification,False,-2.639675030098918,0.8,2.2,-0.005376962612235303,2.2,1.6,1463,1836,-373,L
1975-08-15,Panama,Haiti,2.0,0.0,Friendly,False,-1.3402817904762,0.2,2.2,-4.5601369951854345,0.2,2.0,1183,1548,-365,W
1975-08-16,Argentina,Brazil,0.0,1.0,Copa América,False,-6.164776266179667,1.2,2.2,1.9803766913371386,1.8,1.0,1858,2036,-178,L
1975-08-17,Panama,Haiti,1.0,1.0,Friendly,False,-0.7317396152738732,0.6,1.6,-4.736808623873167,0.2,2.2,1183,1548,-365,D
1975-08-21,Argentina,United States,6.0,0.0,Friendly,True,-1.3429998155329348,1.2,1.6,-1.3951740791219873,0.2,1.6,1858,1435,423,W
1975-08-24,Mexico,United States,2.0,0.0,Friendly,False,1.2473371510361322,2.8,0.4,-2.3008672980268585,0.2,2.4,1742,1435,307,W
1975-08-31,Mexico,Argentina,1.0,1.0,Friendly,False,0.9393730946078839,1.6,0.4,0.8775084808165607,2.2,1.2,1742,1858,-116,D
1975-09-03,Austria,Germany,0.0,2.0,Friendly,False,-1.460761205491012,0.6,1.4,3.1384917155109044,1.8,1.4,1842,2130,-288,L
1975-09-03,Switzerland,England,1.0,2.0,Friendly,False,0.06174643878885633,1.2,1.2,0.7255945151456042,1.8,1.0,1695,1976,-281,L
1975-09-08,South Korea,Japan,3.0,0.0,Friendly,False,-1.1394433737840253,1.0,1.8,-0.2729842556981019,1.4,2.2,1540,1473,67,W
1975-09-21,Colombia,Uruguay,3.0,0.0,Copa América,False,1.153033499067697,1.6,0.2,-5.8353634468037106,0.6,1.8,1469,1703,-234,W
1975-10-01,Uruguay,Colombia,1.0,0.0,Copa América,False,-3.624722763160186,0.6,2.0,0.8511554552664843,2.0,0.2,1703,1469,234,W
1975-11-15,France,Belgium,0.0,0.0,UEFA Euro qualification,False,-1.2429055884436306,0.6,1.8,0.7753461911840894,1.2,0.4,1790,1905,-115,D
1975-11-19,Portugal,England,1.0,1.0,UEFA Euro qualification,False,-0.6406266883720393,0.6,1.2,1.1480701489640954,2.2,0.8,1859,1976,-117,D
1975-12-20,Turkey,Germany,0.0,5.0,Friendly,False,1.2814306392477781,1.2,0.6,1.4041553793094572,1.4,1.0,1667,2130,-463,L
1975-12-23,Egypt,Saudi Arabia,2.0,1.0,Palestine Cup,True,0.2811383308683049,1.8,1.4,0.023635000493342162,1.4,1.2,1669,1345,324,W
1975-12-23,Tunisia,Iraq,1.0,1.0,Palestine Cup,False,0.1809259287765342,0.8,0.4,0.3134591940429503,1.4,0.4,1631,1580,51,D
1975-12-28,Egypt,Iraq,1.0,0.0,Palestine Cup,True,0.2657755805476325,1.8,1.4,0.3134591940429503,1.6,0.6,1669,1580,89,W
1976-01-09,Saudi Arabia,Algeria,1.0,3.0,Friendly,False,-0.19410244155157247,1.0,1.4,-1.052584746970993,0.4,1.6,1327,1562,-235,L
1976-02-08,Iraq,Turkey,0.0,0.0,Friendly,False,0.15894537831772593,1.4,0.8,-1.155515174119498,0.8,1.6,1579,1667,-88,D
1976-02-20,Saudi Arabia,Morocco,0.0,2.0,Friendly,False,-0.6237276630192995,0.8,1.8,0.2735160432092021,1.4,0.8,1327,1729,-402,L
1976-02-25,Paraguay,Argentina,2.0,3.0,Copa Félix Bogado,False,0.07527747657129476,1.2,1.0,0.8610230679724546,2.2,1.2,1674,1873,-199,L
